Data da Compra,Loja,UF,Categoria,Tamanho,Cor,Preço Unitário,Quantidade,Valor Total,Estação,Cidade,Tipo de Lead
2023-02-03,Loja_16,PE,Camiseta,M,Preto,48.6,87,4228.2,Primavera,Recife,Inbound
2023-03-03,Loja_29,RS,Calça Jeans,P,Rosa,113.53,42,4768.26,Verão,Caxias do Sul,Outbound
2023-09-26,Loja_22,RS,Blusa,P,Verde,44.23,93,4113.39,Inverno,Pelotas,Outbound
2023-07-20,Loja_12,PE,Macacão,M,Vermelho,162.04,43,6967.72,Outono,Olinda,Inbound
2022-07-01,Loja_6,RJ,Jaqueta,G,Amarelo,259.34,26,6742.84,Outono,Petrópolis,Outbound
2022-11-12,Loja_34,GO,Short,P,Vermelho,142.72,58,8277.76,Inverno,Aparecida de Goiânia,Outbound
2022-12-23,Loja_34,RS,Blusa,M,Amarelo,183.46,8,1467.68,Primavera,Pelotas,Inbound
2022-03-24,Loja_17,DF,Camiseta,GG,Amarelo,78.61,19,1493.59,Verão,Brasília,Inbound
2023-03-21,Loja_45,RS,Short,G,Verde,192.72,69,13297.68,Verão,Porto Alegre,Inbound
2023-09-25,Loja_44,DF,Vestido,M,Preto,272.24,73,19873.52,Inverno,Brasília,Inbound
2022-04-07,Loja_17,SP,Calça Jeans,GG,Branco,45.23,80,3618.4,Verão,São Paulo,Outbound
2022-11-20,Loja_28,BA,Saia,P,Rosa,102.65,38,3900.7,Inverno,Vitória da Conquista,Inbound
2023-09-21,Loja_11,RJ,Calça Jeans,G,Azul,209.96,24,5039.04,Inverno,Petrópolis,Inbound
2023-01-30,Loja_13,RS,Short,GG,Amarelo,242.85,13,3157.05,Primavera,Pelotas,Outbound
2023-11-23,Loja_37,DF,Jaqueta,P,Rosa,251.11,98,24608.78,Inverno,Brasília,Outbound
2024-03-28,Loja_24,DF,Saia,P,Preto,132.7,45,5971.5,Verão,Brasília,Outbound
2022-05-22,Loja_29,PE,Short,PP,Rosa,141.13,26,3669.38,Verão,Caruaru,Outbound
2022-03-29,Loja_31,RJ,Short,PP,Preto,60.38,15,905.7,Verão,Rio de Janeiro,Inbound
2023-05-19,Loja_5,PR,Jaqueta,PP,Vermelho,114.85,28,3215.8,Verão,Curitiba,Outbound
2022-05-14,Loja_27,MG,Calça Jeans,P,Azul,155.3,95,14753.5,Verão,Contagem,Outbound
2022-02-28,Loja_22,SP,Short,G,Branco,275.34,29,7984.86,Primavera,São Paulo,Inbound
2022-11-20,Loja_25,PR,Short,P,Vermelho,176.69,19,3357.11,Inverno,Londrina,Inbound
2022-03-31,Loja_13,RS,Blusa,G,Vermelho,137.54,6,825.24,Verão,Caxias do Sul,Inbound
2023-11-20,Loja_29,SC,Short,GG,Azul,69.72,70,4880.4,Inverno,Joinville,Inbound
2022-05-17,Loja_35,RS,Camiseta,G,Vermelho,156.62,17,2662.54,Verão,Porto Alegre,Inbound
2022-03-25,Loja_42,PR,Calça Jeans,PP,Azul,145.24,19,2759.56,Verão,Maringá,Outbound
2022-01-22,Loja_41,BA,Saia,G,Branco,33.25,63,2094.75,Primavera,Vitória da Conquista,Outbound
2023-12-01,Loja_5,BA,Vestido,M,Preto,34.56,18,622.08,Primavera,Vitória da Conquista,Inbound
2023-08-09,Loja_37,PR,Vestido,PP,Verde,279.95,69,19316.55,Outono,Londrina,Inbound
2023-04-22,Loja_29,DF,Short,PP,Branco,271.74,98,26630.52,Verão,Brasília,Inbound
2023-02-23,Loja_22,GO,Macacão,M,Preto,52.64,92,4842.88,Primavera,Aparecida de Goiânia,Inbound
2022-02-18,Loja_10,GO,Blusa,GG,Cinza,89.15,72,6418.8,Primavera,Aparecida de Goiânia,Inbound
2023-04-19,Loja_44,SC,Macacão,GG,Verde,272.72,54,14726.88,Verão,Joinville,Outbound
2023-07-30,Loja_12,RJ,Vestido,PP,Branco,265.54,41,10887.14,Outono,Petrópolis,Inbound
2023-02-09,Loja_10,RS,Jaqueta,P,Branco,197.74,61,12062.14,Primavera,Porto Alegre,Inbound
2022-04-22,Loja_17,PR,Saia,M,Amarelo,101.76,61,6207.36,Verão,Maringá,Inbound
2023-10-30,Loja_27,PR,Camiseta,G,Verde,59.62,46,2742.52,Inverno,Londrina,Outbound
2022-08-06,Loja_41,MG,Jaqueta,G,Vermelho,70.02,100,7002.0,Outono,Uberlândia,Outbound
2022-10-31,Loja_17,DF,Blusa,GG,Vermelho,147.69,79,11667.51,Inverno,Brasília,Inbound
2023-06-07,Loja_13,SP,Macacão,G,Vermelho,225.21,57,12836.97,Outono,Santos,Inbound
2023-04-25,Loja_9,RJ,Short,PP,Preto,211.31,84,17750.04,Verão,Rio de Janeiro,Inbound
2022-12-13,Loja_47,BA,Camiseta,P,Rosa,86.69,47,4074.43,Primavera,Vitória da Conquista,Inbound
2022-06-19,Loja_28,MG,Vestido,M,Amarelo,261.07,16,4177.12,Outono,Contagem,Inbound
2024-02-05,Loja_20,RJ,Camiseta,G,Vermelho,229.07,12,2748.84,Primavera,Petrópolis,Inbound
2023-05-05,Loja_22,BA,Vestido,P,Verde,244.9,83,20326.7,Verão,Salvador,Outbound
2022-02-05,Loja_46,DF,Short,GG,Vermelho,88.05,92,8100.6,Primavera,Brasília,Inbound
2022-02-14,Loja_31,SC,Saia,M,Amarelo,161.32,33,5323.56,Primavera,Florianópolis,Outbound
2022-12-11,Loja_24,RJ,Jaqueta,G,Branco,32.2,87,2801.4,Primavera,Petrópolis,Inbound
2023-07-02,Loja_11,SP,Short,G,Rosa,216.43,94,20344.42,Outono,São Paulo,Inbound
2023-02-27,Loja_14,GO,Short,P,Verde,57.86,29,1677.94,Primavera,Anápolis,Outbound
2022-02-04,Loja_21,SC,Saia,M,Branco,97.79,31,3031.49,Primavera,Blumenau,Inbound
2022-10-01,Loja_40,PE,Jaqueta,M,Cinza,112.17,74,8300.58,Inverno,Recife,Inbound
2022-01-16,Loja_16,RJ,Camiseta,GG,Azul,139.51,66,9207.66,Primavera,Rio de Janeiro,Inbound
2023-02-18,Loja_11,MG,Calça Jeans,M,Branco,41.39,11,455.29,Primavera,Contagem,Inbound
2024-01-19,Loja_41,BA,Blusa,PP,Azul,275.94,7,1931.58,Primavera,Salvador,Inbound
2023-04-21,Loja_31,PR,Calça Jeans,PP,Amarelo,167.19,49,8192.31,Verão,Maringá,Outbound
2022-05-08,Loja_37,PR,Jaqueta,P,Cinza,138.45,4,553.8,Verão,Curitiba,Inbound
2024-01-28,Loja_27,DF,Short,M,Rosa,259.19,48,12441.12,Primavera,Brasília,Outbound
2023-07-02,Loja_8,MG,Calça Jeans,G,Vermelho,282.83,43,12161.69,Outono,Contagem,Outbound
2024-02-09,Loja_26,PR,Blusa,M,Cinza,127.6,71,9059.6,Primavera,Curitiba,Outbound
2023-09-15,Loja_11,SP,Short,G,Branco,126.68,57,7220.76,Inverno,São Paulo,Inbound
2022-10-05,Loja_1,BA,Macacão,M,Amarelo,63.34,92,5827.28,Inverno,Salvador,Outbound
2022-09-05,Loja_30,RS,Camiseta,GG,Amarelo,218.27,29,6329.83,Inverno,Pelotas,Inbound
2022-08-07,Loja_9,RJ,Blusa,P,Cinza,148.32,40,5932.8,Outono,Niterói,Outbound
2023-12-21,Loja_21,SC,Macacão,GG,Verde,261.62,19,4970.78,Primavera,Joinville,Outbound
2022-06-24,Loja_1,SC,Camiseta,PP,Verde,122.1,58,7081.8,Outono,Blumenau,Inbound
2023-06-21,Loja_38,GO,Camiseta,G,Verde,140.66,56,7876.96,Outono,Goiânia,Outbound
2022-11-09,Loja_15,PR,Macacão,GG,Cinza,96.13,84,8074.92,Inverno,Curitiba,Outbound
2023-04-18,Loja_43,RS,Macacão,GG,Verde,271.47,31,8415.57,Verão,Caxias do Sul,Outbound
2023-05-08,Loja_16,RS,Vestido,GG,Branco,60.82,60,3649.2,Verão,Pelotas,Inbound
2023-01-14,Loja_20,MG,Short,P,Rosa,143.77,74,10638.98,Primavera,Belo Horizonte,Inbound
2023-05-09,Loja_10,GO,Saia,GG,Branco,200.37,39,7814.43,Verão,Aparecida de Goiânia,Outbound
2023-12-04,Loja_24,PE,Short,GG,Branco,88.58,81,7174.98,Primavera,Olinda,Inbound
2022-12-18,Loja_6,RJ,Saia,M,Vermelho,293.05,52,15238.6,Primavera,Rio de Janeiro,Inbound
2024-01-26,Loja_25,GO,Camiseta,G,Rosa,69.78,17,1186.26,Primavera,Aparecida de Goiânia,Inbound
2023-10-27,Loja_19,RS,Jaqueta,M,Branco,46.54,82,3816.28,Inverno,Pelotas,Outbound
2022-04-12,Loja_15,PR,Vestido,G,Branco,238.81,11,2626.91,Verão,Curitiba,Outbound
2022-11-08,Loja_29,DF,Vestido,GG,Amarelo,96.0,62,5952.0,Inverno,Brasília,Inbound
2023-11-09,Loja_14,DF,Jaqueta,GG,Preto,280.34,85,23828.9,Inverno,Brasília,Inbound
2022-12-17,Loja_27,SC,Saia,M,Preto,160.53,35,5618.55,Primavera,Joinville,Inbound
2022-12-10,Loja_16,PE,Macacão,M,Azul,142.42,2,284.84,Primavera,Caruaru,Inbound
2022-08-25,Loja_16,PR,Camiseta,M,Rosa,49.6,35,1736.0,Outono,Maringá,Inbound
2024-02-14,Loja_14,SP,Calça Jeans,PP,Vermelho,184.3,55,10136.5,Primavera,Santos,Outbound
2022-09-12,Loja_5,RS,Saia,P,Branco,52.82,18,950.76,Inverno,Caxias do Sul,Outbound
2023-03-28,Loja_26,PE,Macacão,M,Verde,275.17,21,5778.57,Verão,Caruaru,Outbound
2023-07-24,Loja_22,RS,Blusa,GG,Preto,281.45,50,14072.5,Outono,Caxias do Sul,Inbound
2023-10-23,Loja_6,PE,Blusa,P,Azul,91.93,30,2757.9,Inverno,Caruaru,Outbound
2023-12-15,Loja_43,PR,Macacão,GG,Verde,113.58,85,9654.3,Primavera,Curitiba,Outbound
2024-02-12,Loja_50,RS,Macacão,PP,Preto,203.53,81,16485.93,Primavera,Caxias do Sul,Inbound
2023-10-24,Loja_32,BA,Jaqueta,P,Vermelho,265.74,99,26308.26,Inverno,Salvador,Inbound
2023-11-20,Loja_31,RJ,Saia,M,Verde,225.34,94,21181.96,Inverno,Rio de Janeiro,Inbound
2022-08-09,Loja_6,BA,Calça Jeans,P,Preto,34.03,81,2756.43,Outono,Feira de Santana,Inbound
2023-08-02,Loja_18,SP,Saia,M,Preto,129.35,47,6079.45,Outono,Campinas,Outbound
2023-09-25,Loja_26,SC,Vestido,P,Cinza,261.1,4,1044.4,Inverno,Blumenau,Inbound
2023-08-08,Loja_50,DF,Blusa,M,Verde,53.92,89,4798.88,Outono,Brasília,Inbound
2023-04-01,Loja_1,PR,Calça Jeans,G,Vermelho,71.95,16,1151.2,Verão,Maringá,Inbound
2023-02-10,Loja_36,SP,Saia,M,Vermelho,235.94,25,5898.5,Primavera,Campinas,Outbound
2022-04-27,Loja_26,SP,Calça Jeans,G,Verde,79.26,61,4834.86,Verão,São Paulo,Outbound
2023-05-10,Loja_27,SC,Camiseta,GG,Azul,115.56,15,1733.4,Verão,Blumenau,Inbound
2023-03-06,Loja_7,MG,Jaqueta,PP,Preto,147.71,39,5760.69,Verão,Belo Horizonte,Outbound
2022-06-24,Loja_8,SP,Calça Jeans,G,Amarelo,281.36,1,281.36,Outono,Campinas,Inbound
2023-07-09,Loja_31,SC,Vestido,PP,Verde,210.52,31,6526.12,Outono,Blumenau,Inbound
2022-02-11,Loja_2,RS,Macacão,PP,Preto,140.91,40,5636.4,Primavera,Caxias do Sul,Outbound
2022-10-24,Loja_24,RS,Camiseta,G,Preto,148.97,57,8491.29,Inverno,Porto Alegre,Outbound
2023-01-01,Loja_47,SP,Blusa,GG,Preto,217.55,2,435.1,Primavera,Campinas,Outbound
2024-02-18,Loja_50,PR,Vestido,P,Azul,76.7,47,3604.9,Primavera,Maringá,Outbound
2022-01-01,Loja_45,PE,Jaqueta,GG,Amarelo,181.4,41,7437.4,Primavera,Olinda,Inbound
2022-05-03,Loja_16,MG,Vestido,P,Rosa,54.72,16,875.52,Verão,Contagem,Outbound
2023-01-14,Loja_23,RJ,Camiseta,P,Vermelho,284.6,26,7399.6,Primavera,Rio de Janeiro,Inbound
2022-08-07,Loja_49,MG,Vestido,G,Amarelo,207.03,45,9316.35,Outono,Uberlândia,Outbound
2023-11-24,Loja_15,PE,Calça Jeans,G,Vermelho,201.77,18,3631.86,Inverno,Recife,Inbound
2023-04-09,Loja_21,DF,Camiseta,G,Preto,297.68,74,22028.32,Verão,Brasília,Outbound
2023-06-27,Loja_4,RS,Camiseta,GG,Amarelo,139.23,83,11556.09,Outono,Caxias do Sul,Inbound
2022-09-25,Loja_5,MG,Saia,PP,Amarelo,259.37,4,1037.48,Inverno,Belo Horizonte,Inbound
2023-02-06,Loja_42,DF,Calça Jeans,M,Verde,293.24,83,24338.92,Primavera,Brasília,Outbound
2024-02-12,Loja_31,DF,Blusa,PP,Azul,159.88,39,6235.32,Primavera,Brasília,Outbound
2023-08-25,Loja_5,BA,Camiseta,PP,Vermelho,81.4,62,5046.8,Outono,Salvador,Inbound
2022-07-03,Loja_49,BA,Blusa,G,Preto,170.9,2,341.8,Outono,Salvador,Inbound
2023-05-14,Loja_15,SP,Saia,G,Preto,143.35,53,7597.55,Verão,Campinas,Outbound
2023-05-08,Loja_50,RJ,Jaqueta,GG,Rosa,45.84,87,3988.08,Verão,Niterói,Outbound
2023-09-26,Loja_12,SC,Camiseta,M,Branco,55.82,74,4130.68,Inverno,Joinville,Inbound
2023-01-26,Loja_23,DF,Vestido,GG,Amarelo,292.24,84,24548.16,Primavera,Brasília,Inbound
2023-12-10,Loja_43,SP,Short,GG,Cinza,97.4,86,8376.4,Primavera,Santos,Outbound
2023-10-27,Loja_37,PR,Calça Jeans,G,Amarelo,139.2,96,13363.2,Inverno,Maringá,Inbound
2022-12-18,Loja_10,DF,Jaqueta,PP,Preto,262.61,75,19695.75,Primavera,Brasília,Outbound
2023-11-30,Loja_30,SP,Camiseta,P,Azul,55.61,20,1112.2,Inverno,Santos,Outbound
2023-04-04,Loja_23,DF,Saia,GG,Rosa,203.97,4,815.88,Verão,Brasília,Outbound
2023-06-18,Loja_29,SC,Short,G,Vermelho,258.47,100,25847.0,Outono,Blumenau,Outbound
2023-06-01,Loja_28,BA,Short,M,Preto,41.67,91,3791.97,Outono,Salvador,Outbound
2022-10-05,Loja_49,RJ,Short,G,Cinza,202.49,31,6277.19,Inverno,Rio de Janeiro,Inbound
2022-05-28,Loja_6,SC,Macacão,GG,Amarelo,45.42,62,2816.04,Verão,Joinville,Inbound
2022-08-23,Loja_50,GO,Saia,M,Amarelo,53.23,64,3406.72,Outono,Goiânia,Outbound
2022-03-07,Loja_26,BA,Calça Jeans,G,Rosa,258.28,76,19629.28,Verão,Vitória da Conquista,Inbound
2023-11-06,Loja_22,PR,Saia,GG,Branco,216.79,8,1734.32,Inverno,Curitiba,Inbound
2022-03-05,Loja_26,SC,Short,G,Preto,179.77,82,14741.14,Verão,Blumenau,Inbound
2023-08-25,Loja_41,RJ,Blusa,G,Azul,205.27,89,18269.03,Outono,Petrópolis,Inbound
2022-12-18,Loja_50,BA,Vestido,P,Rosa,213.92,13,2780.96,Primavera,Feira de Santana,Outbound
2023-04-06,Loja_44,SP,Camiseta,GG,Rosa,241.55,15,3623.25,Verão,Campinas,Outbound
2022-12-13,Loja_38,MG,Macacão,GG,Amarelo,166.33,82,13639.06,Primavera,Contagem,Inbound
2024-01-02,Loja_33,PR,Vestido,G,Branco,70.78,75,5308.5,Primavera,Maringá,Outbound
2023-10-17,Loja_25,PE,Calça Jeans,GG,Branco,202.63,32,6484.16,Inverno,Recife,Inbound
2022-06-20,Loja_38,BA,Blusa,P,Vermelho,266.51,28,7462.28,Outono,Salvador,Inbound
2022-06-23,Loja_1,GO,Saia,G,Vermelho,42.19,99,4176.81,Outono,Anápolis,Outbound
2024-02-27,Loja_44,RJ,Camiseta,G,Amarelo,134.19,19,2549.61,Primavera,Petrópolis,Inbound
2023-05-06,Loja_4,SC,Camiseta,G,Preto,285.78,98,28006.44,Verão,Florianópolis,Inbound
2024-03-01,Loja_11,BA,Blusa,M,Amarelo,80.68,38,3065.84,Verão,Vitória da Conquista,Inbound
2022-07-25,Loja_32,DF,Blusa,P,Azul,64.06,78,4996.68,Outono,Brasília,Inbound
2022-06-28,Loja_36,BA,Calça Jeans,M,Verde,285.04,86,24513.44,Outono,Salvador,Outbound
2024-03-06,Loja_29,DF,Short,G,Branco,136.98,87,11917.26,Verão,Brasília,Inbound
2022-05-09,Loja_23,SP,Jaqueta,GG,Preto,41.12,39,1603.68,Verão,Santos,Outbound
2022-01-24,Loja_12,RJ,Macacão,P,Rosa,223.62,56,12522.72,Primavera,Rio de Janeiro,Outbound
2023-11-01,Loja_6,SC,Blusa,G,Preto,165.94,30,4978.2,Inverno,Blumenau,Outbound
2023-06-15,Loja_50,SC,Jaqueta,GG,Verde,128.13,28,3587.64,Outono,Florianópolis,Inbound
2023-12-22,Loja_12,PR,Camiseta,G,Verde,194.9,81,15786.9,Primavera,Curitiba,Inbound
2023-05-17,Loja_21,SC,Vestido,M,Vermelho,32.47,33,1071.51,Verão,Joinville,Inbound
2022-05-15,Loja_40,GO,Vestido,P,Cinza,212.79,22,4681.38,Verão,Goiânia,Outbound
2022-06-20,Loja_8,RS,Saia,G,Verde,56.1,97,5441.7,Outono,Pelotas,Inbound
2024-01-01,Loja_48,GO,Short,P,Rosa,89.01,47,4183.47,Primavera,Goiânia,Outbound
2023-03-04,Loja_25,RS,Vestido,PP,Rosa,241.08,8,1928.64,Verão,Pelotas,Outbound
2023-08-04,Loja_6,RJ,Short,GG,Rosa,103.51,54,5589.54,Outono,Rio de Janeiro,Inbound
2024-03-03,Loja_19,SP,Vestido,GG,Rosa,189.07,25,4726.75,Verão,São Paulo,Inbound
2022-03-23,Loja_31,BA,Calça Jeans,PP,Cinza,74.15,49,3633.35,Verão,Feira de Santana,Outbound
2023-08-15,Loja_20,PE,Calça Jeans,GG,Branco,122.02,98,11957.96,Outono,Olinda,Outbound
2023-04-08,Loja_15,SP,Saia,PP,Azul,43.25,19,821.75,Verão,São Paulo,Outbound
2022-02-06,Loja_50,GO,Short,M,Vermelho,149.25,94,14029.5,Primavera,Aparecida de Goiânia,Outbound
2022-09-29,Loja_32,DF,Blusa,P,Preto,103.17,36,3714.12,Inverno,Brasília,Inbound
2022-08-14,Loja_22,SP,Vestido,G,Verde,265.89,37,9837.93,Outono,Santos,Inbound
2023-06-18,Loja_2,PE,Saia,P,Preto,196.37,66,12960.42,Outono,Caruaru,Outbound
2023-04-07,Loja_4,PE,Jaqueta,M,Vermelho,225.34,45,10140.3,Verão,Recife,Outbound
2024-03-02,Loja_14,PE,Camiseta,P,Preto,207.42,16,3318.72,Verão,Olinda,Outbound
2023-05-20,Loja_30,RS,Macacão,PP,Preto,149.07,91,13565.37,Verão,Caxias do Sul,Inbound
2022-11-05,Loja_41,RS,Blusa,P,Branco,125.09,97,12133.73,Inverno,Caxias do Sul,Outbound
2024-02-08,Loja_40,RS,Saia,M,Amarelo,225.8,46,10386.8,Primavera,Porto Alegre,Outbound
2024-02-02,Loja_21,RJ,Saia,M,Rosa,277.34,68,18859.12,Primavera,Niterói,Inbound
2023-02-03,Loja_1,BA,Short,G,Amarelo,294.86,94,27716.84,Primavera,Vitória da Conquista,Outbound
2023-12-31,Loja_23,SC,Short,P,Rosa,74.4,78,5803.2,Primavera,Blumenau,Outbound
2022-10-02,Loja_30,MG,Short,PP,Verde,133.94,42,5625.48,Inverno,Uberlândia,Inbound
2023-03-16,Loja_25,GO,Vestido,M,Verde,203.19,79,16052.01,Verão,Anápolis,Inbound
2023-08-09,Loja_43,RS,Short,M,Amarelo,240.45,91,21880.95,Outono,Caxias do Sul,Outbound
2023-09-01,Loja_23,BA,Vestido,GG,Preto,124.92,4,499.68,Inverno,Salvador,Inbound
2022-06-16,Loja_24,RS,Short,M,Azul,264.48,91,24067.68,Outono,Pelotas,Outbound
2023-08-27,Loja_5,BA,Vestido,M,Rosa,144.81,3,434.43,Outono,Feira de Santana,Inbound
2023-10-22,Loja_7,RS,Blusa,P,Rosa,159.9,67,10713.3,Inverno,Pelotas,Inbound
2022-07-30,Loja_26,DF,Saia,GG,Amarelo,120.05,27,3241.35,Outono,Brasília,Outbound
2023-10-08,Loja_8,PR,Short,M,Rosa,128.03,28,3584.84,Inverno,Londrina,Outbound
2022-10-31,Loja_27,SP,Jaqueta,G,Branco,267.51,62,16585.62,Inverno,Santos,Inbound
2022-05-05,Loja_45,RJ,Saia,PP,Verde,152.39,64,9752.96,Verão,Rio de Janeiro,Inbound
2023-11-27,Loja_36,BA,Saia,M,Amarelo,213.26,33,7037.58,Inverno,Feira de Santana,Inbound
2023-06-21,Loja_27,MG,Saia,P,Preto,199.42,84,16751.28,Outono,Contagem,Inbound
2022-10-07,Loja_1,RS,Blusa,M,Vermelho,130.63,68,8882.84,Inverno,Porto Alegre,Inbound
2023-08-16,Loja_15,DF,Camiseta,GG,Azul,245.5,30,7365.0,Outono,Brasília,Outbound
2022-04-25,Loja_1,PR,Jaqueta,PP,Vermelho,153.58,72,11057.76,Verão,Maringá,Inbound
2022-12-03,Loja_29,RJ,Camiseta,P,Rosa,204.73,81,16583.13,Primavera,Petrópolis,Inbound
2024-01-30,Loja_17,RS,Vestido,M,Verde,106.65,7,746.55,Primavera,Porto Alegre,Outbound
2022-05-22,Loja_32,RJ,Calça Jeans,PP,Cinza,120.01,36,4320.36,Verão,Niterói,Outbound
2024-01-21,Loja_18,GO,Short,G,Preto,189.85,98,18605.3,Primavera,Goiânia,Outbound
2023-06-12,Loja_15,RJ,Jaqueta,M,Vermelho,120.32,1,120.32,Outono,Niterói,Outbound
2022-07-19,Loja_7,DF,Macacão,PP,Branco,67.97,37,2514.89,Outono,Brasília,Outbound
2023-06-19,Loja_50,SP,Macacão,P,Amarelo,247.56,100,24756.0,Outono,Santos,Outbound
2023-03-04,Loja_44,GO,Short,P,Amarelo,167.8,63,10571.4,Verão,Aparecida de Goiânia,Outbound
2023-12-12,Loja_29,SC,Camiseta,P,Rosa,279.52,50,13976.0,Primavera,Blumenau,Inbound
2022-06-09,Loja_50,PR,Calça Jeans,M,Vermelho,195.83,7,1370.81,Outono,Londrina,Inbound
2023-09-01,Loja_3,DF,Blusa,PP,Amarelo,273.61,24,6566.64,Inverno,Brasília,Inbound
2022-01-11,Loja_24,SC,Macacão,P,Vermelho,273.71,24,6569.04,Primavera,Blumenau,Inbound
2022-06-16,Loja_40,SP,Macacão,GG,Cinza,260.11,65,16907.15,Outono,Santos,Outbound
2023-05-15,Loja_16,MG,Vestido,M,Preto,98.97,16,1583.52,Verão,Uberlândia,Inbound
2023-08-18,Loja_45,RS,Saia,P,Verde,269.52,46,12397.92,Outono,Porto Alegre,Outbound
2024-02-07,Loja_4,PR,Vestido,PP,Verde,273.59,57,15594.63,Primavera,Maringá,Outbound
2022-10-05,Loja_15,MG,Macacão,PP,Azul,237.78,97,23064.66,Inverno,Belo Horizonte,Inbound
2024-02-15,Loja_8,RS,Saia,P,Azul,209.24,94,19668.56,Primavera,Porto Alegre,Inbound
2023-02-14,Loja_7,GO,Macacão,P,Cinza,281.81,88,24799.28,Primavera,Goiânia,Outbound
2022-11-01,Loja_50,SP,Short,M,Azul,90.35,33,2981.55,Inverno,Campinas,Inbound
2024-01-17,Loja_42,MG,Macacão,PP,Branco,82.96,7,580.72,Primavera,Belo Horizonte,Inbound
2023-09-08,Loja_22,DF,Camiseta,P,Cinza,280.92,90,25282.8,Inverno,Brasília,Outbound
2022-06-11,Loja_32,RJ,Vestido,GG,Amarelo,109.88,19,2087.72,Outono,Niterói,Inbound
2022-10-28,Loja_41,SP,Macacão,G,Branco,222.75,97,21606.75,Inverno,Campinas,Outbound
2023-07-04,Loja_23,SP,Saia,M,Amarelo,289.01,96,27744.96,Outono,São Paulo,Inbound
2023-01-23,Loja_14,MG,Short,P,Rosa,36.41,67,2439.47,Primavera,Contagem,Outbound
2024-02-21,Loja_38,BA,Blusa,GG,Azul,71.48,32,2287.36,Primavera,Salvador,Outbound
2022-05-05,Loja_16,BA,Camiseta,M,Cinza,278.83,33,9201.39,Verão,Vitória da Conquista,Inbound
2023-02-19,Loja_22,MG,Vestido,M,Azul,32.94,25,823.5,Primavera,Uberlândia,Outbound
2022-09-12,Loja_46,SC,Jaqueta,P,Preto,58.51,66,3861.66,Inverno,Joinville,Inbound
2023-07-11,Loja_24,RJ,Macacão,G,Azul,129.24,45,5815.8,Outono,Petrópolis,Outbound
2023-11-21,Loja_33,PR,Jaqueta,GG,Verde,80.77,71,5734.67,Inverno,Curitiba,Inbound
2022-06-26,Loja_29,SC,Macacão,P,Preto,263.2,83,21845.6,Outono,Joinville,Inbound
2024-03-13,Loja_31,MG,Camiseta,G,Rosa,125.9,67,8435.3,Verão,Uberlândia,Outbound
2022-04-22,Loja_29,PE,Jaqueta,M,Cinza,167.01,96,16032.96,Verão,Olinda,Outbound
2022-01-06,Loja_12,SP,Blusa,PP,Preto,118.55,41,4860.55,Primavera,São Paulo,Outbound
2023-05-31,Loja_10,SC,Short,P,Cinza,101.53,76,7716.28,Verão,Blumenau,Outbound
2022-06-24,Loja_49,RJ,Blusa,GG,Amarelo,288.21,6,1729.26,Outono,Petrópolis,Inbound
2022-08-30,Loja_19,BA,Jaqueta,G,Azul,141.24,42,5932.08,Outono,Feira de Santana,Outbound
2023-02-26,Loja_23,SC,Macacão,PP,Vermelho,85.99,94,8083.06,Primavera,Blumenau,Inbound
2022-04-22,Loja_9,GO,Calça Jeans,GG,Preto,239.1,8,1912.8,Verão,Goiânia,Outbound
2023-02-11,Loja_49,BA,Saia,GG,Rosa,130.14,10,1301.4,Primavera,Vitória da Conquista,Inbound
2022-12-02,Loja_24,BA,Blusa,GG,Branco,233.61,33,7709.13,Primavera,Feira de Santana,Outbound
2022-12-08,Loja_33,BA,Short,G,Rosa,46.28,77,3563.56,Primavera,Feira de Santana,Inbound
2022-09-15,Loja_8,BA,Short,PP,Amarelo,249.41,39,9726.99,Inverno,Feira de Santana,Outbound
2022-11-04,Loja_22,GO,Calça Jeans,G,Preto,63.65,18,1145.7,Inverno,Anápolis,Outbound
2022-03-03,Loja_39,GO,Macacão,PP,Vermelho,244.62,68,16634.16,Verão,Aparecida de Goiânia,Inbound
2022-08-10,Loja_8,MG,Camiseta,M,Branco,244.08,82,20014.56,Outono,Contagem,Outbound
2023-05-17,Loja_9,PE,Camiseta,PP,Cinza,298.67,54,16128.18,Verão,Recife,Inbound
2022-05-20,Loja_23,SC,Jaqueta,P,Azul,212.39,73,15504.47,Verão,Florianópolis,Outbound
2023-10-11,Loja_25,GO,Camiseta,PP,Amarelo,69.59,43,2992.37,Inverno,Aparecida de Goiânia,Outbound
2022-05-10,Loja_35,RS,Camiseta,M,Preto,119.37,37,4416.69,Verão,Caxias do Sul,Inbound
2022-08-15,Loja_31,MG,Macacão,M,Rosa,292.58,69,20188.02,Outono,Uberlândia,Outbound
2023-09-21,Loja_42,PE,Macacão,PP,Verde,273.2,92,25134.4,Inverno,Recife,Outbound
2023-11-24,Loja_16,RJ,Calça Jeans,G,Rosa,206.37,47,9699.39,Inverno,Petrópolis,Inbound
2022-10-12,Loja_2,PR,Calça Jeans,GG,Verde,130.17,52,6768.84,Inverno,Maringá,Inbound
2023-12-28,Loja_50,SP,Jaqueta,G,Amarelo,199.81,16,3196.96,Primavera,Campinas,Outbound
2022-02-14,Loja_34,RJ,Short,G,Azul,298.5,25,7462.5,Primavera,Niterói,Inbound
2023-11-22,Loja_22,PR,Short,GG,Azul,128.14,77,9866.78,Inverno,Londrina,Outbound
